"hash","number","mined_at","tips","base_fee_sum","contract_creation_sum","eth_transfer_sum","gas_used","base_fee_per_gas","eth_price","base_fee_sum_256"
"0x83b3354142d9850eed3d7f7e08824a76edc4d3f17e253d780be90945f85318ca",12965120,"2021-08-05 15:01:24+02",5994300221968136,8413259801238864,0.0,1104350783991000,159984,52588132571,2618.540621881,8413259801238864
"0xb17a73878b6f586144a99b0884f5eb887e7e274c8b458044c09b3916aea520a2",12965121,"2021-08-05 15:01:26+02",70348382001918264,104798216191080208,0.0,0.0,2273934,46086744906,2618.540621881,104798216191080204
"0xa03610ce77686012cee5a48b692a23b5966967e29215110803f5407bb1c0e4ac",12965122,"2021-08-05 15:01:28+02",865689737329152130,1199246448385061380,0.0,17314600970520000,29090102,41225240406,2618.540621881,1199246448385061412
"0x017c3989215ae93a8c750836abafb8e750dff33a76ee521f741e0431e4a6d445",12965123,"2021-08-05 15:01:54+02",1036153946920576380,1350911106550814460,0.0,46744612964784000,29131023,46373623973,2618.540621881,1350911106550814379
"0x4b3720adde519ca1e416256462c3add4f264dcec4c3198b058333687eec2cc08",12965124,"2021-08-05 15:02:39+02",306064420792827710,1083959514629584130,0.0,28484787105138000,20777473,52169939753,2635.35245005,1083959514629584169
"0xf70642d1c65e1da89565f70f5acd9aef73e0c990f580ff6b66ec75cacdc9e421",12965125,"2021-08-05 15:02:57+02",230154880328815232,449141553061084860,0.0,9233268068808000,8172164,54959928981,2635.35245005,449141553061084884
"0xf25487cac8b13eeba1733b6ccb4b9865f1338edfff20c13b4074019627754bfe",12965126,"2021-08-05 15:03:10+02",37662693957223728,379972976791086140,0.0,5454152342310000,7315007,51944308022,2630.195838339,379972976791086154
"0xd7c6c1ebc27b747799ab2617aab878506fcc296442929925f6499bb92141880b",12965127,"2021-08-05 15:03:12+02",504425069776839360,1418724259524451840,0.0,46035908750475000,29122797,48715247355,2630.195838339,1418724259524451935
"0x5ef1f76f9a7f16c512aa537e45ca34763539d44bf61b22c7206a3472d3cfc505",12965128,"2021-08-05 15:03:35+02",66774427556368064,130141999823886816,0.0,5754087252795000,2374818,54800830979,2630.195838339,130141999823886822
"0x8aeb0831dabf312b38e2d44d8f825542dfcdad1065d08f4e39af50de98d9d103",12965129,"2021-08-05 15:03:46+02",378475888149181180,1427962083985351420,0.0,51522083942700000,29101311,49068651374,2630.195838339,1427962083985351314
"0x12749158d40cd616b100e87845259fb9a1f550768f6d51dc92055ba23745b775",12965130,"2021-08-05 15:04:02+02",116107143997352928,385321921201244420,0.0,12748739160234000,6981817,55189347014,2626.442285834,385321921201244438
"0x48e9fc1facbafed9decacbbfc8d1bf7f9e35db87721eada6753b34b80859825a",12965131,"2021-08-05 15:04:17+02",322560729721770110,1306975090977821440,0.0,36842835835596000,25328675,51600610414,2626.442285834,1306975090977821450
"0xc2a0d73fb09d692133abf808a2e84fff101ba473e6f37e6e111d3b0c282b8699",12965132,"2021-08-05 15:04:38+02",29991191176907708,149834135902781152,0.0,4734790485264000,2658210,56366553396,2626.442285834,149834135902781160
"0xaad76f9bf4ef431192aedc9c0194f65f33571326ce50e622a482beb8baf765a8",12965133,"2021-08-05 15:04:40+02",87520870842997632,192939974707476224,0.0,8502113271624000,3812454,50607817093,2626.442285834,192939974707476222
"0x6dd3e62ab8efc13a01ea706b6f94e98f24ef8f30a9559c71e9bc383bafb28d03",12965134,"2021-08-05 15:04:48+02",204473146434512544,1333531700787340540,0.0,19295146167780000,29027161,45940824209,2626.442285834,1333531700787340649
"0x405636038a28f91cf6e425530de183f52dcc48bfa2731f5e12b96d5ce22509d2",12965135,"2021-08-05 15:04:54+02",177328905412931328,676126872239474940,0.0,34726091534400000,13084031,51675731450,2626.442285834,676126872239474950
"0xd478816efb3509c4b256312dae4d8b10935ab99f3d48e7c31f219189f23b249f",12965136,"2021-08-05 15:05:13+02",39185752199140160,211408631666263744,0.0,10718668212630000,4141915,51041277203,2627.820314519,211408631666263745
"0x122f028e01126b6f7e7bba9c302b12a50c3de2e9c907afafe6459077527f1599",12965137,"2021-08-05 15:05:17+02",94266755002699456,1061399226624660860,0.0,39046761031320000,22833529,46484239323,2627.820314519,1061399226624660867
"0xb2a2132b074a5591baa5ada1d9fd059a8ecce10f6ce05699846a7de8d8eebeae",12965138,"2021-08-05 15:05:19+02",508304504830658750,1444433978803650560,0.0,60700041218922000,28983845,49835830229,2627.820314519,1444433978803650505
"0xddb0d7e28bb65b3f750bc9c3b2c5a18e609c491c7ab3384a99fba576fc81a044",12965139,"2021-08-05 15:06:28+02",41806439156142992,438404836783655940,0.0,7063901376084000,7819901,56062709334,2617.736607188,438404836783655934
"0xcc46e2986b77fd9d796388bbfff5c0e994f53ce489fa0268cef2aa87f33b0a1a",12965140,"2021-08-05 15:06:31+02",60352388164301432,568319531330113660,0.0,34398342347607000,10755635,52839235557,2617.736607188,568319531330113695
"0x59a6ccc6e0dd2db39033b874d46d2c88d0fffbbf24512d30300e8719c62080ac",12965141,"2021-08-05 15:06:38+02",58542358709951760,788328584572305660,0.0,21476847029400000,15416509,51135350070,2617.736607188,788328584572305630
"0x37d9e4768458bb05e2172fdd5935cc0d097059e9d5172deea5977649d0d4be69",12965142,"2021-08-05 15:06:43+02",103445509839280160,372245267540322110,0.0,14069085204993000,7223139,51535110641,2617.736607188,372245267540322099
"0x1c80043b00895ec49cfc7c4c20a35ebee3a5318a806cf98431c6e543d2be8ba4",12965143,"2021-08-05 15:06:55+02",0.0,0.0,0.0,0.0,0,48303357614,2617.736607188,0
"0xd414bf2b19a633aa118c9b9851ae1e2f31e95066a3f8819007d3d09e2192c83f",12965144,"2021-08-05 15:06:56+02",645399422278537980,1224792669654968830,0.0,40828413023958000,28978587,42265437913,2617.736607188,1224792669654968931
"0x160f8896848ad24d4aaab0ed7a50d7045dd0c5091e7774e78ceaf3593ceb89d7",12965145,"2021-08-05 15:07:31+02",50365012221416064,500618575969108420,0.0,16973396150781000,10529468,47544527033,2616.379444707,500618575969108444
"0x2acd7c59804043ba6f674facbb61d9a4cd52dec82fa2ade4e4751cc9f03b6606",12965146,"2021-08-05 15:07:34+02",121273079349634144,1324201814466322430,75086610540616816,28931411429550000,28835342,45922875285,2616.379444707,1324201814466322470
"0x00322f0302857c1c73e75ab33224c70185ac2907d7afe4a551391d4e3b22ec96",12965147,"2021-08-05 15:07:35+02",13392735958765436,18213931885543252,0.0,0.0,352969,51602072379,2616.379444707,18213931885543251
"0x61526cd963651ec5da8d1eaef21062d9e2e8b268a830f403923d0650ae78b825",12965148,"2021-08-05 15:07:36+02",290210212072158020,767898043655772540,11534412640158776,21884265768414000,16948010,45309038858,2616.379444707,767898043655772580
"0xf53ed2285738420ce9b3a94da0e561d5b43a9ad038f399ced6ce34586c41ace8",12965149,"2021-08-05 15:07:55+02",58114837844594752,308310265935121410,11781720757809516,8747015473917000,6661774,46280505153,2616.379444707,308310265935121422
"0xcee50c3ab5399e97e3cf116ea29a5d3281bb3200b13aec374c26b1dacafeebb4",12965150,"2021-08-05 15:08:00+02",145495475518886656,1246275998498918140,0.0,70699405477428000,28874360,43162030206,2612.509573697,1246275998498918160
"0xd7166fc55806460a008086cb514c01a86cc6b2d6eabcbacf7ce6cb0f1ef367a3",12965151,"2021-08-05 15:08:08+02",19423274211348936,111878084637921248,0.0,7137791549259000,2304085,48556405097,2612.509573697,111878084637921245
"0xf820aa9b65543f2bc415907aa864b218c4e82c76bd1c7b0793a562cb573dba3c",12965152,"2021-08-05 15:08:14+02",345752405406532740,1066265857253464960,0.0,39241115837406000,24536460,43456385202,2612.509573697,1066265857253464920
"0x7a1262d2145e47e8c03a6be9d9d22329512855b02bdf0e209b5c662419cf8501",12965153,"2021-08-05 15:08:37+02",34225010251414928,97480895620638368,0.0,1984732556898000,2062846,47255537069,2612.509573697,97480895620638374
"0x54772b4e8a2c204ecf2b74975873cdfa10ed79c7a005e9b901cf5a55f8c4cfc0",12965154,"2021-08-05 15:08:41+02",303556151980577410,1006782580143010300,0.0,31012120340880000,23861161,42193361008,2612.509573697,1006782580143010288
"0x418a53058e4ebf163bac4617dc1571f018fdf72f80e13b2c52c3300703ad4939",12965155,"2021-08-05 15:09:03+02",181596371834630368,746692399243495170,0.0,23000253036768000,16362123,45635422692,2614.001553972,746692399243495116
"0xfe65c95f1f95262d71d0791a2844d1064cf45cf5ae38a3ec952b220d8a753360",12965156,"2021-08-05 15:09:23+02",65371843802040240,292106027410612540,0.0,11690075000520000,6296856,46389186510,2614.001553972,292106027410612560
"0x20343dc5adfa3eb8aa5e0b7692ba7fa826ceb558e930921cc63983e4e4d54979",12965157,"2021-08-05 15:09:33+02",33710454531991124,148339982166790144,0.0,9959453596092000,3440604,43114517732,2614.001553972,148339982166790128
"0x8925467dfd0a32da4d778d09b2fb575550cc0c9de51653fb158f8fdc91469f4d",12965158,"2021-08-05 15:09:36+02",331697227540196990,1128358010560346880,0.0,22936825380252000,28926170,39008206429,2614.001553972,1128358010560346930
"0x32994a50a4743d63a1849c6e6ced77d3cb27396541b2315eb893a3c338823081",12965159,"2021-08-05 15:09:44+02",2816731167936026600,1270275268600117760,0.0,63584889425883000,28947583,43881911267,2614.001553972,1270275268600117661
"0x3f163afba710d44d98f77a2f976626eba52e48e837a6ba3e3e7650fef668ae43",12965160,"2021-08-05 15:10:34+02",153458404273562208,438360929982368580,0.0,70488866279328000,8880543,49361951176,2619.966762019,438360929982368568
"0x059f4cb8033f90f38f0dc25471e342106cd7a50d2484a1b2348ae37e5b7fb731",12965161,"2021-08-05 15:10:41+02",114162327420537520,505234855660344320,0.0,64116831627030000,10756077,46972037822,2619.966762019,505234855660344294
"0xfd11649928dce70199642832aaa9e19f7f977fdb3322d8cc4792813fca0c1090",12965162,"2021-08-05 15:10:46+02",330464612032567360,1136319762309005440,0.0,145086996064247392,24999709,45453319569,2619.966762019,1136319762309005421
"0x1024f41b4aef2e8596a3798c400731d19303066ff48f0c4392b2d988cae78149",12965163,"2021-08-05 15:11:00+02",134748919131655568,359534304389980860,0.0,99935220159936000,7252910,49571041746,2615.154176151,359534304389980860
"0x0e04dfdd6281f0db65543b10aaae46de2e881d0dbd8f1d3501e42ac8911298c2",12965164,"2021-08-05 15:11:09+02",29059915465898588,125315100280438640,0.0,8784387697176000,2696210,46478241784,2615.154176151,125315100280438640
"0x4ca231a4f1e9d4368cbea81d3eb20e9f25f831eda55df1fa14bf00e67f4c71e4",12965165,"2021-08-05 15:11:11+02",629451247228428030,1209072329614409730,0.0,71015311239768000,28960403,41749154168,2615.154176151,1209072329614409704
"0xfd020edce77ef6c6e5fc9b2e9a57cb01b90f3f0d42a3ac65b15c54492aebab5b",12965166,"2021-08-05 15:12:10+02",113439534415420832,1176728769629500930,0.0,12822128002047000,25054106,46967501839,2617.66922251,1176728769629500934
"0xe47d98c224580dcba62d6c1381a23c1e4de6293ba36b5ec189ad57865435a32a",12965167,"2021-08-05 15:12:14+02",112857835498131616,156674840424320608,0.0,17224800842928000,3056218,51264288223,2617.66922251,156674840424320614
"0x6acb89675235f2a6320e9123129e5f1382dbc2803d750a39b7af7b0a9b441e83",12965168,"2021-08-05 15:12:21+02",131555292921854608,728334430482186880,0.0,32022633920508000,15761844,46208706956,2617.66922251,728334430482186864
"0x9f61a4c4db15eb232ff7f02b7965cd53ec31958a35157a36182d33bc6f187f5b",12965169,"2021-08-05 15:12:31+02",147927656291926976,757574621714251260,0.0,24524662367625000,16217417,46713642605,2617.66922251,757574621714251285
"0xfb2da4dfa55a707ad87dc0735e51c655d167a6fcb0025df82b5ce1126b61bda7",12965170,"2021-08-05 15:12:49+02",86101820530292112,455356700789528510,0.0,17922495494610000,9603843,47414009245,2617.66922251,455356700789528535
"0xd3a7440e631daaa9dffecd46158bddb2c88b5246bd7ee35890e0ba19a2f2656d",12965171,"2021-08-05 15:13:02+02",33336128122662316,882149377158805500,0.0,46739086073295000,19421255,45421852355,2615.892526166,882149377158805525
"0x67b01f635c2731dc4a94452fe1e6df389e8c1e79b1e14eb6257ed9cc1df4dfd5",12965172,"2021-08-05 15:13:03+02",55494735341921280,199766790673623904,0.0,11938234604940000,4216807,47373946845,2615.892526166,199766790673623915
"0xbce22d07abe0545c19d9ec43fb8108382fb75e6eac9e80e5c875bd60e56659d0",12965173,"2021-08-05 15:13:12+02",294898537931296510,1248128826916547070,0.0,46247602456440000,28904114,43181701640,2615.892526166,1248128826916546960
"0xf026c0bdca143183a1157c5977b4ccbf5fe6acf5af3f2a45470def0a689de721",12965174,"2021-08-05 15:13:23+02",1160307915182432000,1257468798038449660,0.0,58149338122071000,25884906,48579229843,2615.892526166,1257468798038449758
"0x565346f2a0bd633e3e33520464ecade8d04c6b14ec0444b09c92984cd478d4f5",12965175,"2021-08-05 15:13:55+02",111256515797823264,213580063454292128,0.0,20182735742778000,4000115,53393480801,2615.892526166,213580063454292115
"0x8cd99bbc87a9a07d659374f47ea6f022f9cffef01e430efea1c5f0404efc0729",12965176,"2021-08-05 15:14:08+02",126075820387689376,543876534799979900,0.0,16319584731744000,11197743,48570192654,2606.820865164,543876534799979922
"0x490e30865f73427fdb9c981602e23120a7ad0b2af8b2fa901ca81ec9717e139f",12965177,"2021-08-05 15:14:15+02",124078963075323296,1036980753818046340,16987177574236480,34697575358670000,21966401,47207585522,2606.820865164,1036980753818046322
"0xb2d241934ddd2962e69ccfce5beacfa1f91b9dad97f03f28d03e70598b0006d4",12965178,"2021-08-05 15:14:32+02",8924798689737483,67240710771451024,0.0,2111577148002000,1337441,50275646381,2606.820865164,67240710771451021
"0xb2520150052d17e9dee5bda4c1c454b4112106375d58eaf5c5396ba2f0401bfa",12965179,"2021-08-05 15:14:34+02",123694374556157392,882298070040358660,0.0,29952517499520000,19794807,44572198660,2606.820865164,882298070040358620
"0xaddb7e6aa8bb6346cac6b59e231903d75b80411d0c063cd61dcfb9fb70e1b6b2",12965180,"2021-08-05 15:14:42+02",10386528504256230,38716390799886776,0.0,1958536228656000,830257,46631814968,2606.820865164,38716390799886776
"0xb71581bbed05932cf081a5923533c899dd0341c81ada30625991305c8802d71a",12965181,"2021-08-05 15:14:45+02",94482188506510624,728370437215737730,0.0,12958273391490000,17705807,41137375846,2606.820865164,728370437215737722
"0xa6d9be6adb50dc200d89f96bd8cd2530399d9871ac168d303375712d2c8993e9",12965182,"2021-08-05 15:14:51+02",432751683068773950,896923539856658050,0.0,33751414542216000,21206370,42295005692,2606.820865164,896923539856658040
"0x62cb0c5109efa376527722ab34d0299c24671bd262507d27c492c6b9b66c6d60",12965183,"2021-08-05 15:15:08+02",458674172784589440,1295096176060760580,0.0,134408900350725536,28935389,44758208575,2611.754694986,1295096176060760675
"0x87dc0fa8bda0c2d025300e4e9d4181ede02886ae6513e2740080e28207f16483",12965184,"2021-08-05 15:15:35+02",340435963787762430,918895147512363780,0.0,31716151685820000,18252654,50343097914,2611.754694986,918895147512363756
"0xff44bb95a296f66d35fc9212e88d402c0dfe9051eaf0e9d262838b116642a3c0",12965185,"2021-08-05 15:16:15+02",118430775777037648,322629281285818300,0.0,72058344839712000,6205585,51990147792,2607.555439257,322629281285818320
"0x78d93be0291678f841a4ad120e9a109ccf930053698435d97e1d1cbc4e92d6f2",12965186,"2021-08-05 15:16:17+02",962650002006294910,1394117636017885950,0.0,187575029825715904,28874563,48281860959,2607.555439257,1394117636017885917
"0x3b2a7f27b2eeea5d1ae239a51175f88dda59053cf6d5e1da61361e182ae6797c",12965187,"2021-08-05 15:17:42+02",55698564719396976,853868772944928640,0.0,58172866303167000,15720275,54316401777,2608.301496754,853868772944928675
"0xf44070ca18d6372d712cfc957fab8e4b704ab33aecabd23580a356b984ff6363",12965188,"2021-08-05 15:17:51+02",41864879534730544,227265489610715392,0.0,3460373839062000,4137624,54926568874,2608.301496754,227265489610715376
"0x05f3607905ce470d2bce047bbc785a89a02bab9367b58f8ed4f500c689354330",12965189,"2021-08-05 15:17:53+02",24097736358690760,170196289673441504,0.0,7354164988338000,3401998,50028333254,2608.301496754,170196289673441492
"0xb660f6e7d5364b7f5c4455252fa6fd2124ac407f4ffe1a38bc45b23c9c4cf2a5",12965190,"2021-08-05 15:17:56+02",215229797679850272,1303529395589101570,0.0,30407819985312000,28807450,45249732121,2608.301496754,1303529395589101450
"0xebbb4939bb7de31465062e0db43b6095bb985352584532f2b49c3efb8dd9a4b4",12965191,"2021-08-05 15:18:02+02",137377074432702944,570385933566830660,0.0,36343379934330000,11205770,50901092345,2611.240496024,570385933566830650
"0xbf1301953fad52d5f02884eccf63237f57160186490eb3871888f4ffab4c7a02",12965192,"2021-08-05 15:18:14+02",131854207531640496,561427594292750660,0.0,19746970193034000,11343999,49491153366,2611.240496024,561427594292750634
"0x475fde00971217bdeba9db81f9c99511b71efec398dcd86207d00d2f3906181c",12965193,"2021-08-05 15:18:26+02",2331820826215628300,1384032781241485310,0.0,51605531049177000,28723648,48184436087,2611.240496024,1384032781241485376
"0x6079d3504950ca281f590850b567ca10db4952fcd554f4ee183adcb2686f373f",12965194,"2021-08-05 15:19:08+02",85218491626232016,580825446032804220,11158079079865262,50083139769432000,10715836,54202532218,2596.565586497,580825446032804248
"0x441c634b19f1670fc30b4e2785ad38dc98430ffa1e8447ff5e7bbbaf992c6771",12965195,"2021-08-05 15:19:29+02",37926401975979568,503190566374560190,0.0,14328504313305000,9587255,52485363785,2596.565586497,503190566374560175
"0x4d67d61a99369f734e767eef518848f6dc91457e1e3dde0374023fc57e47eaf4",12965196,"2021-08-05 15:19:33+02",32363360732767560,165973143473872384,0.0,6339190691106000,3298941,50311037231,2596.565586497,165973143473872371
"0x467d550c49a880eb5f16c8863bad51b7021dc4e549127c9f876cea1922ee5e97",12965197,"2021-08-05 15:19:37+02",316809976053251010,1301260458385072900,0.0,68751199668312000,28617767,45470370151,2596.565586497,1301260458385072817
"0x3003348c3e291f5169cda3131604a709c1f9c45495e7a401a68bd1199139e7d8",12965198,"2021-08-05 15:19:54+02",97437662659851040,568144990376570110,0.0,44041811136771000,11107010,51151929311,2596.565586497,568144990376570110
"0xd749cff989e67cd8921740eaaccd9686e110318c4d7c66d9330463c11957d460",12965199,"2021-08-05 15:20:14+02",427453631171968770,1422472501633407740,0.0,119018523294468000,28612346,49715339722,2600.451395995,1422472501633407812
"0x98e56fb51466a41788ce9f1d3aa828a9ac5790676bc79a81e80606afdd4b1077",12965200,"2021-08-05 15:20:56+02",41111002340243616,221718288472450592,0.0,30535033335534000,3964567,55924969479,2600.451395995,221718288472450593
"0x5796975687c3ecd15983a7b3118336004cc3298a861e8417ff6ad8ff54f0a402",12965201,"2021-08-05 15:20:57+02",0.0,0.0,0.0,0.0,0,50872755503,2600.451395995,0
"0x1cbdb2838bae115def91f20a0aac7b2ed1f48992c683ea2972de11cf5b6f5488",12965202,"2021-08-05 15:20:58+02",283736666453115200,1272546660522051330,0.0,63565508002248000,28587778,44513661066,2600.451395995,1272546660522051348
"0x0d60f5914734a135e26b99a899d55ce77a5ca5ab1b007aa2b7da1fa92cceaf7d",12965203,"2021-08-05 15:20:59+02",31364045108628272,192872659521668288,0.0,42062920026960000,3851683,50074904794,2600.451395995,192872659521668302
"0xd0931518cf533dbf7f8659319f0bda6326c90cd9b06dc6d8b4e98e7b97d0bcb8",12965204,"2021-08-05 15:21:01+02",260382704482652960,1295150895938185730,0.0,99372257834304000,28464781,45500118056,2604.929495995,1295150895938185736
"0x62a6fd5e0d4c44393015b6109c33e2fc6b9651af2f18031af3942844abe77e80",12965205,"2021-08-05 15:21:09+02",131553699826124592,787187010632754690,0.0,140674275060794496,15394083,51135687045,2604.929495995,787187010632754735
"0x949f0ff61fcc17bd5f9096579fe02d4bedcc57823a587f723266f3793f010cf0",12965206,"2021-08-05 15:21:35+02",136865233288804352,837895697740021500,0.0,99728164208315808,16232270,51619132613,2604.929495995,837895697740021510
"0xa7e33c597c90a70a878bde23962adecedfedb4da53efe1008552a1df2effd071",12965207,"2021-08-05 15:21:49+02",53678787599381904,357021588373952130,0.0,42991109929404000,6801422,52492197716,2604.929495995,357021588373952152
"0x431bd0b24c0de0dd06d714422769a0d0c47faf2207667a198d3e9adb0bfe5eb4",12965208,"2021-08-05 15:21:57+02",43714505190242248,435604207145500290,0.0,28840785298332000,8881009,49048954589,2604.929495995,435604207145500301
"0x6c740869fd9074c15b2dd7f30759da323709ada8af7e9fccaaf862518759f216",12965209,"2021-08-05 15:22:00+02",289857802325760450,1339267108291819260,0.0,83392983101400000,28666582,46718758040,2600.088395995,1339267108291819280
"0x071d3cec60621fe98d1174f014510c19c1e35e3f2f96ae2b39f19cb61587c25e",12965210,"2021-08-05 15:22:20+02",198005406791344192,915534847817137660,12639476767857832,64010123211594000,17421017,52553467333,2600.088395995,915534847817137661
"0x8f47738cbbe78a067a694829838c31f5a1adb3b945c8885425a7d061d32a3ff6",12965211,"2021-08-05 15:22:50+02",10650468520904392,48104384637775152,0.0,4533724733580000,891269,53972913495,2600.088395995,48104384637775155
"0x1f48827f10c4d03eaa09661e1d4ad11fa5b54fa9f3790f0a4f1e4b42b4a24115",12965212,"2021-08-05 15:22:58+02",380731951984035710,1356195818874891520,0.0,66037981420026000,28463732,47646451241,2600.088395995,1356195818874891412
"0x992606aa6c0467de76825d7fc3495fbe34ca817b8894f207b66da8df9af9792c",12965213,"2021-08-05 15:23:18+02",182989847147485664,820117671721058050,0.0,43855377359157000,15315713,53547469303,2597.227095995,820117671721058039
"0x3a9562ce7e42d4a0bca8909f33896a5e9572f80d683b7dcdb5871872e2419c4a",12965214,"2021-08-05 15:23:42+02",85635744140311648,367433590663262530,0.0,40847506921116000,6800410,54031093811,2597.227095995,367433590663262510
"0xfc180b20796045d90728bfaf4664a09e5c11c6a5b95dce72a162edeaf9acf6cb",12965215,"2021-08-05 15:23:44+02",20384040761083172,286998240494737216,0.0,22268671978707000,5683600,50495854827,2597.227095995,286998240494737200
"0x866e03f1b4aa3200c06a4f794ba09aa68a1f25fe589aaaee85582b6cf6aa1657",12965216,"2021-08-05 15:23:48+02",162952693654815040,1332472099941482750,0.0,20594867563683000,28532361,46700379963,2597.227095995,1332472099941482643
"0x55eb5be911e6078cc4de221097b2bcbd14d684a2f03628008612eaee3af0d149",12965217,"2021-08-05 15:23:51+02",37768233597040776,132125740239662608,0.0,7722651439335000,2515002,52535043805,2597.227095995,132125740239662610
"0x4677db891d1d1d6b1c64d130fc560f9801678d9836f9362a6e1c9cf970323896",12965218,"2021-08-05 15:23:58+02",109820433886732832,687992300962104830,0.0,36617439581436000,14598782,47126691868,2597.227095995,687992300962104776
"0xc83d4e060bbb6732e8b075f325be8e7b1bd9797f0fb8697ca42e19e28621360a",12965219,"2021-08-05 15:24:06+02",72050593351649208,453195498229048960,0.0,36732153750327000,9586503,47274329151,2598.456006536,453195498229048953
"0x306102d24d5398195c225df1c4a2edda084fb86dbadb8ecedfd86c2494e7a321",12965220,"2021-08-05 15:24:08+02",255713396380389760,1293178459418236160,248922110156717632,53318466081552000,28522536,45338831702,2598.456006536,1293178459418236272
"0xc59db509e85139b3f30d877c27ff24345ca58883b1f519b710f109c2d19cdcee",12965221,"2021-08-05 15:24:18+02",10079951605723212,82258479283403120,0.0,18206823436011000,1612927,50999505423,2598.456006536,82258479283403121
"0x5a1a79f8f73a2880fd2fa12dc924bb2a6c4eb4ff71f078b1a77209a4b9b24008",12965222,"2021-08-05 15:24:20+02",178661506670855840,1175800363956191740,0.0,56183498381724000,25929618,45345842116,2598.456006536,1175800363956191688
"0x0581fda2d91217c3ffe593ccd70fa67920a66959a27c89be0df069910743c66e",12965223,"2021-08-05 15:24:33+02",17060443115958644,78630200329750128,0.0,4198104655332000,1573314,49977436373,2598.456006536,78630200329750122
"0xcd11e4bf325bf6c8ada529c6946cfa703efd3b57efb84b05211146855de4dd55",12965224,"2021-08-05 15:24:35+02",227798432732046272,1213165262938840580,0.0,46639291617450000,27312240,44418372969,2598.456006536,1213165262938840560
"0xd17d5f2161c4cf0e52e112994fc4605c983203152584901c07c925db5b7643fe",12965225,"2021-08-05 15:24:50+02",27032432512910288,176727597725339360,0.0,9350300083446000,3572240,49472487214,2598.456006536,176727597725339360
"0x931a21c773669b2f7106b861b9c6750cf6dd0b6a3165aaecf3735bb56daf8331",12965226,"2021-08-05 15:24:54+02",627656510745358850,1279158411111516420,0.0,84738193857449888,28530339,44835023205,2598.456006536,1279158411111516495
"0xb8aa9cad4558d2b2ccce32c703f890922f7c5e2f4146c5b6c59719401bb07572",12965227,"2021-08-05 15:25:28+02",40073892671068584,543056201626919810,0.0,38129533680672000,10767257,50435891112,2599.993100416,543056201626919784
"0xa50bc1d60925a9f81664d45d80680c1d0829d4c806035c539a23e7cef9d5b260",12965228,"2021-08-05 15:25:30+02",49576788301018800,593540827601711230,0.0,7185927297402000,12141857,48883859166,2599.993100416,593540827601711262
"0x3771e95b2937d7ec3bbf083c4b3e7634ae7cb5c6660f4430bc4b5657f84ea8fc",12965229,"2021-08-05 15:25:36+02",125850391318822560,218880262083985472,0.0,9066843159759000,4562599,47972715131,2599.993100416,218880262083985469
"0xbe36c37ac72a85109f74a97f6a1dda4a20a9300960379837239adc54af655935",12965230,"2021-08-05 15:25:47+02",250493746240915936,1175560013449707780,0.0,39637511607876000,26780962,43895361692,2599.993100416,1175560013449707704
"0x8f11868c3a5e06707e9cf5e29f9b31732a73c986bdfd9280d82bdc606cf237cd",12965231,"2021-08-05 15:25:49+02",86666253624243776,180319507462593536,0.0,10228301903400000,3702188,48706199540,2599.993100416,180319507462593520
"0xf0c4d54815a2359c98437de0531a4c0be9e91401ab0de747ba9d17400ba7ffef",12965232,"2021-08-05 15:26:07+02",381845509231332860,1260863854884372220,0.0,51049896834090000,28526948,44199044878,2602.708785242,1260863854884372344
"0xde6e23d9ff1ead81c16038662402e79c95b19f2ee17d1b8ab7b09b130d746a91",12965233,"2021-08-05 15:26:20+02",6387626108483564,46330622826848600,0.0,4176411464400000,931846,49719184100,2602.708785242,46330622826848600
"0xf1ac571b38fa50558c65d3807b17fa089a4c2fb42bff72a023c85fee72fe20fa",12965234,"2021-08-05 15:26:22+02",506689349399022720,1250204817501583100,0.0,55327272356160000,28471638,43910533616,2602.708785242,1250204817501583008
"0x10197ca91faa7ded7d67f8db12752f9da820bf5fea4a63f9c5554797403d0152",12965235,"2021-08-05 15:26:51+02",9016958948597872,100735526599083888,0.0,23857681071924000,2039396,49394784828,2602.708785242,100735526599083888
"0xeeb374e553da0c7e1b29daf91815122389405290125f8dcd7787a2e5fd7af3a8",12965236,"2021-08-05 15:26:53+02",132993918275168880,951190558756860800,0.0,40751847942036000,21567122,44103731539,2602.708785242,951190558756860758
"0x32855d754866764655165ff57dc220b149736c68663bff47a07be5a7adf1346e",12965237,"2021-08-05 15:26:58+02",119653807076988224,683989922288878850,0.0,23657451667920000,14571769,46939388230,2602.708785242,683989922288878870
"0x20e0b46327c14ad33d6a152e279504bbdcd1547322c1e783e7f05104ce08bd13",12965238,"2021-08-05 15:27:08+02",72843209566078352,510369941272489220,0.0,33615997681644000,10840200,47081229246,2604.370366667,510369941272489200
"0x48c79f3faaf28cd64136086c371c293eb4ba13e75ca89ec83a193b0476f61a60",12965239,"2021-08-05 15:27:14+02",435366887795853820,1297091372382958590,0.0,77709107814534000,28392456,45684366734,2604.370366667,1297091372382958704
"0x922cab3d459fdef4655bc6d3c8cfa6740ac7f5231eb03188666ac3faf9fe3e1b",12965240,"2021-08-05 15:27:51+02",73454249738566336,395001030049792060,0.0,33456088461705000,7686065,51391840955,2604.370366667,395001030049792075
"0x2144bde220c33df8df91d6ab64297c7c87a8fe9b0d80d5eb91833ae5038d002e",12965241,"2021-08-05 15:28:01+02",245296390331073216,1375199416073981440,0.0,37644383259231000,28384844,48448369703,2610.777225932,1375199416073981332
