"hash","number","mined_at","tips","base_fee_sum","contract_creation_sum","eth_transfer_sum","gas_used","base_fee_per_gas","eth_price"
"0x5613a193158905e5ff49fc31acee364ee58b5e04fcac6a0afa81b960e4b9623d",13666659,"2021-11-22 20:39:20+00",4.7336474623980064E+17,2.8888890009196795E+18,5.807646802167141E+17,2.56429048956528E+17,25077763,115197236728,4076.65523413
"0x29feb94552f61d76f4998e2cc814e7e926f10df19817cb5396e5b26ac06ef5cc",13666660,"2021-11-22 20:39:30+00",4.6749281978931456E+17,1.5191306254275548E+18,0,2.231465092424825E+17,12437800,122138209766,4076.65523413
"0x679b4df437e52ddd55f1f5c06274704e05ae71d0ea21ebcf5c93829bbc5cf24f",13666661,"2021-11-22 20:39:40+00",1.8935294242182525E+17,1.4966992564442015E+18,0,7.2809065518546E+16,12518906,119555115794,4076.65523413
"0x00d8d536c8588855a22086f03fbc2de36f33319c9b4fd8a04eb72af827eb69f2",13666662,"2021-11-22 20:39:46+00",62106894802471256,4.4904162837378765E+17,0,2.9508046721748E+16,3834835,117095423499,4076.65523413
"0xd8052d5a8982709a12bdd03dfe9556675cb0166f49bc26d58aa6a0e940df7a78",13666663,"2021-11-22 20:39:47+00",1.2037297027652557E+18,3.1821181444304005E+18,0,3.1668993980341325E+17,29963302,106200516366,4076.65523413
"0x3953e379a4ce9581aa67ff7ee50572cc761e75761d900207f231929d178c9bf2",13666664,"2021-11-22 20:40:15+00",1.8770935319213142E+17,3.5760786428643697E+18,0,1.7060183667668432E+17,29933091,119469073303,4076.65523413
"0x6688c8e5a88975df172a920eadb6cc5df88759f0c73e4a096fdee89bdaac0758",13666665,"2021-11-22 20:40:30+00",9.279080788198531E+16,1.825186953617984E+18,0,2.0038210852365334E+17,13580822,134394438983,4076.65523413
"0xc7efc5aab0b890442df7a3e9469ab92d14205632646978d8797a190e860728b1",13666666,"2021-11-22 20:40:37+00",1.6604906029536973E+17,1.3874086239398282E+18,0,1.143835661567129E+17,10443448,132849670333,4076.65523413
"0xcbce30b786f58d881d4080ab5506a4fdb652d1fdaf6a5fca4ff7e90a5c0990d1",13666667,"2021-11-22 20:40:44+00",4.481804895623513E+17,3.821220938930498E+18,0,2.8722912128074563E+17,29893499,127827824335,4076.65523413
"0x77b7cfd54b35f1a38ededb315d014a80b50dc01f7f0ce5164e28074bee0d4d63",13666668,"2021-11-22 20:41:15+00",20125792794790552,8.345315348430522E+17,0,7.8507348682308E+16,5803969,143786352898,4076.65523413
"0xb6b520cbf2cbcbbeebd4e679c55abaaa4cdb93291c0bf4b361289ff16b57231d",13666669,"2021-11-22 20:41:20+00",9.913198271227088E+16,1.693188513306068E+18,0,1.17112933144116E+17,12751728,132781103338,4076.65523413
"0x130e96d2b7959a8ff87f6b38696a7cf8b447d9e5fbcc30fa08f16d0ba07f8740",13666670,"2021-11-22 20:41:34+00",1.9673609125547613E+17,1.5121105596022326E+18,0,1.6422183023021974E+17,11601742,130334785897,4076.65523413
"0xb12fa5332ce6b7b99edbed4b440b1383fbf158aca37444651834fb29184b08a7",13666671,"2021-11-22 20:41:45+00",2.2735234838910618E+17,3.581853022051905E+18,0,2.473836132049374E+17,28277374,126668516746,4076.65523413
"0x8bfee22ae663d057d714347366e35a0617364d0dce9c1117c893f76a96cba75e",13666672,"2021-11-22 20:42:03+00",9.37708962176055E+15,3.108882588054431E+17,0,2.6594749436031E+16,2209379,140712959979,4076.65523413
"0xa8d1cbc48608bbb3a431f8c0bc55d486190e86d2cadb8207c0506162a0e7c719",13666673,"2021-11-22 20:42:11+00",3.146923675225089E+17,3.1927269989193964E+18,0,4.329610235041553E+17,25396632,125714582899,4076.65523413
"0x71308d761b8ab70e5680e7a3f58d8fd66cd429982273f36ead8663f7999f607b",13666674,"2021-11-22 20:42:34+00",2.1525282834441664E+17,2.550961328953514E+18,0,2.0364143324735734E+17,18677355,136580438127,4076.65523413
"0x2d88804528252acc6314e80b773735e4df1ad9186395635ffaa2a524cadc57c7",13666675,"2021-11-22 20:42:55+00",8.182101617448723E+16,1.3805919151044605E+18,0,1.1824335132540013E+17,9807716,140765894435,4076.65523413
"0x80e244a0f4d13c18fea24a4a952f3700cf44e6f70913d9b3119ebec0587a0bf3",13666676,"2021-11-22 20:43:10+00",5.425181399475411E+16,9.378251341604288E+17,0,9.899445709891494E+16,6963031,134686336189,4076.65523413
"0x3f9c2b7f0546f007cac9c5912f27fd118c18dfccf3f2296ffd2887e41ca3ea19",13666677,"2021-11-22 20:43:13+00",1.0347960273895654E+17,1.3718624494197248E+18,0,7.1252486436537E+16,10916756,125665760911,4076.65523413
"0xe3be9d1fd573a4575aed50d6584052bf360b59f994e6189c7d883e7d8f3eb6bc",13666678,"2021-11-22 20:43:19+00",0,0,0,0,0,121400913391,4076.65523413
"0x4c8c87a27d7bd58fcd35eb64baf06ba122670fdb45830944e8f2a9050b7a478c",13666679,"2021-11-22 20:43:20+00",1.8507443119265754E+17,2.5645761156192195E+18,0,1.09306347395322E+17,24142686,106225799218,4076.65523413
"0x97933c23a382c48779b0884ea766f30b5e6d01860534b151fada83fbd6280039",13666680,"2021-11-22 20:43:21+00",0,0,0,0,0,114298233593,4076.65523413
"0x0172b10013061e73a1b6b30b19823397c8d308f2ee6894d4e9ef5e25dbe7055f",13666681,"2021-11-22 20:43:22+00",5.3778690177463923E+17,2.792694989304027E+18,7.110658844268127E+16,1.9322116388920762E+17,27923891,100010954394,4076.65523413
"0x633bbcfcd089d67f298ccbc7171598c56ca460fcda4d3e0454978559f5aaf34b",13666682,"2021-11-22 20:43:39+00",6.134208104907845E+16,1.119172276725986E+18,0,6.5153217627792E+16,10100396,110804791884,4076.65523413
"0x328962790d9d9c6554277ada207e3e596dae3d62145db0780c1eefd4362e5019",13666683,"2021-11-22 20:43:40+00",2.414336876614061E+17,9.07744623182659E+17,0,6.695680146309E+16,8541016,106280637243,4076.65523413
"0xfa9b2a1f1335848eb1f8b0466db290098a64d37098d9953ee7aeff547f255052",13666684,"2021-11-22 20:43:50+00",4.3412636641888557E+17,2.959880539363816E+18,0,2.4707615615455565E+17,29433947,100560096115,4076.65523413
"0x04f489f2673add1fa95e14d876ac402aee613707c764be2bb8cf3c4cc2fb5cc2",13666685,"2021-11-22 20:44:01+00",1.765901509876683E+16,2.7860939895900013E+17,0,1.1828854302405E+16,2473104,112655755261,4079.56858412
"0x438dc126976775c01aab69c6cd2fdbaa8636f0008a29d004195a17c8b21d7357",13666686,"2021-11-22 20:44:03+00",1.2785918443393265E+18,3.026476438165535E+18,0,2.7121328726822474E+17,29995465,100897800323,4079.56858412
"0x60c3e2815f4316bcbb2ffbfafb15f69ae77716adb9cfb6b9248b7656f2c5fc24",13666687,"2021-11-22 20:44:36+00",1.2865797000063155E+17,2.7709444211547965E+18,0,7.8659821413558E+16,24412266,113506235806,4079.56858412
"0x766e78c0d53baa8439d51443acd112d22b2609093ddf46c3635edb3975deef3d",13666688,"2021-11-22 20:44:39+00",24947422434488356,3.89945132683925E+17,0,5.656346979591E+16,3185000,122431752805,4079.56858412
"0x162d2899e39c27e435e5afb037eb74ef5003a999e121d998b7a9f47297f41c1b",13666689,"2021-11-22 20:44:42+00",19348861439118504,4.538000669053281E+17,0,2.317923983403E+16,4111352,110377332543,4079.56858412
"0x0cbb417fc8e60a0903c1ed18246bedae08b1cb45233e5b9d32e70df67b6fa4d3",13666690,"2021-11-22 20:44:44+00",2.903371873531894E+17,1.28687957002368E+18,0,9.27343338768E+16,12822400,100361833200,4079.56858412
"0x88c2e5288d67ea21f5e00e15c9abb43995e0edd58cf7fc143fdf42e0bb880a14",13666691,"2021-11-22 20:44:53+00",5.668759247909965E+17,2.9546617946616586E+18,0,2.44209583783032E+17,29981018,98551083044,4079.56858412
