"hash","number","mined_at","tips","base_fee_sum","contract_creation_sum","eth_transfer_sum","gas_used","base_fee_per_gas","eth_price"
"0x2cefbd23871032dcb99dc6388941efd277fa1d637610c50408fd708da5825e43",13660572,"2021-11-21 21:33:22+00",4.919765532932122e+16,1.0688063032293507e+18,0,7.0602048082566e+16,6676061,160095347126,4373.04016933
"0xeee2bfd2101658c61903292826d927d6033c9eaed69c7d9070a8bab76d3abacf",13660573,"2021-11-21 21:33:27+00",4.065596996967127e+16,1.0687161654578113e+18,0,5.945402313921e+16,7172227,149007576790,4373.04016933
"0x88ca1cd7577014a032576dcb23174283986d913e301db92ca4ad0268b2c54dfa",13660574,"2021-11-21 21:33:28+00",3.2950747189522984e+16,7.95678826915343e+17,0,8.77566815181e+16,5712131,139296319870,4373.04016933
"0x6cbfec34d9e2d876fa576d7a32177066b208372e61277b0a49ae1f3f6f1d6b3d",13660575,"2021-11-21 21:33:30+00",9.119773434143598e+16,1.8483054355031025e+18,0,1.26844261360782e+17,14382026,128514955786,4373.04016933
"0xe8093663df3f1178de8101634b0cc82ce2c6914cac8c5f2d789ff554426d7049",13660576,"2021-11-21 21:33:39+00",5.3793993395157523e+17,3.504299187722752e+18,0,3.732473651856193e+17,27405550,127868230622,4373.04016933
"0x6d3304e01aabb33cfe9fa2862a58a7accf1f66a08f9bd98ee9121e386c81a7e3",13660577,"2021-11-21 21:34:00+00",1.3253558769022966e+17,1.9505122531580357e+18,5.5145186898977306e+17,1.481416712947502e+17,13824860,141087305995,4373.04016933
"0xf3950a5770c4fd902250673ab70cb023d76877e48087452ab33163dfb1541cec",13660578,"2021-11-21 21:34:10+00",3.4482785533365336e+16,2.6534561733630352e+17,0,4.400728337943e+16,1899319,139705661522,4373.04016933
"0xd44d974d645232fe99de4fc2898a519038ca6a6b245b965c0c08f72bd800b133",13660579,"2021-11-21 21:34:11+00",4.922136871526581e+16,6.223158581894794e+17,0,3.6590013650736e+16,5000295,124455828744,4373.04016933
"0x7870fc283f0c17cb811d10a26dfbc3b3a242cf782e2adb0b4f41230779728573",13660580,"2021-11-21 21:34:17+00",4.6183379491745894e+17,2.2258601040235827e+18,0,1.2697640519090083e+17,19510572,114084820477,4373.04016933
"0xb4fe67f96b58fd8f126c9b2fd8eda780a3f90eb83fd614b6d69214601aa53e81",13660581,"2021-11-21 21:34:23+00",8.567625380601953e+17,3.5496955379934966e+18,0,3.405072623442408e+17,29991942,118354974746,4373.04016933
"0x31ac848390cff33482675e19be1bba70565a461ce692f0ca354df668a89850a6",13660582,"2021-11-21 21:35:22+00",3.378130808391582e+17,3.991522009611501e+18,0,3.15944675662265e+17,29979558,133141456242,4373.04016933
"0x969b5c3ba789850f6d2b34472d3d323da71e26bac7e2f5c8685fc83e2d139665",13660583,"2021-11-21 21:35:35+00",4.303361254366683e+16,2.2669298988592522e+18,0,1.3837958684549984e+17,15136938,149761457625,4373.04016933
"0xceaf338247f50a55d98652b7f7e7f12a0425dd8bec6aee77148a2edd641813fe",13660584,"2021-11-21 21:35:40+00",1.4385776385191677e+17,9.579420934567014e+17,0,1.79491135988052e+17,6388375,149950823716,4373.04016933
"0xc0d4058d8787695fe1c211d62405bfe654b7a40db9599f180fa59121b038cfe9",13660585,"2021-11-21 21:35:49+00",1.0417796993601067e+17,1.2988176127723645e+18,0,7.308285340965e+16,9330222,139205435066,4373.04016933
"0x8959b64f158cf0100d343b0e191c4ee740acc2633597d51ec7063f2d15f3521c",13660586,"2021-11-21 21:36:01+00",1.720239777685715e+17,3.724591869565527e+18,0,2.75756118696828e+17,28080706,132638825732,4373.04016933
"0x4cb1313ec5efb6d83ee854218091df18c0a1c6c584abd1093c91757ed9007774",13660587,"2021-11-21 21:36:09+00",4.8005110741521304e+16,9.757496523987699e+17,0,8.961920770250704e+16,6630627,147157976523,4373.04016933
"0xa60b9101602c9df76a40a958332b85ab0ef57232fd68cf7f520b00ac2c4e3e73",13660588,"2021-11-21 21:36:19+00",1.7620646885863037e+17,2.3962914444807706e+18,0,2.81745222565464e+17,17503643,136902440508,4373.04016933
"0x37f45154d140bd11fe3a96dcb9227d226cb005b082b02dceef1635742a7e63c2",13660589,"2021-11-21 21:36:38+00",1.0076314498884486e+17,2.168137077971303e+18,0,2.495391208754845e+17,15509090,139797826821,4373.04016933
"0xffa4cf18d0500cf33254af74e058731a94ec0776d820d3b2d21854e3f4d21494",13660590,"2021-11-21 21:36:54+00",1.0336205404201933e+17,1.956122633279945e+18,0,2.594751305195285e+17,13931642,140408620411,4373.04016933
"0x3d57e4750a648b47211bd6800bc69b8cc6e9f1766ad242b7edf09fe25ac8c83d",13660591,"2021-11-21 21:37:05+00",1.592748872797856e+17,3.6274916690528686e+18,0,5.816770816431343e+17,26061346,139190495727,4373.04016933
"0x9138e5a52fa89d0638732cf69d02752b7913b73bbb6359646fffcf090beefbc0",13660592,"2021-11-21 21:37:34+00",8.636863776711434e+16,1.8534221130358935e+18,0,1.30915434603534e+17,12189521,152050446694,4373.04016933
"0x9ba0a3edd0b1c702ecef4dabe9d145493f590d2763826990c13b026037dc054a",13660593,"2021-11-21 21:37:36+00",3.824553782381615e+17,4.4504592925365473e+18,0,3.86745023005152e+17,29965469,148519594088,4373.04016933
"0x7bc46635982ad393cc158884265ae00b93da19b795d706f81754f291ad334e5a",13660594,"2021-11-21 21:38:23+00",2.1808992439609437e+17,3.7223722806112435e+18,0,2.070099346703853e+17,22279217,167078236215,4373.04016933
"0x3071a16b1de57cea66f0fda01d250e4b971dd5137c2b6457bfb2ec9d9802f62d",13660595,"2021-11-21 21:38:32+00",8.539932702342686e+16,3.6494422687841167e+18,0,1.749694857105932e+17,20586444,177274048339,4373.04016933
"0x78d53d2e075869392192fd03f09810d16850ef3a27dbef41978dddb39c650cb4",13660596,"2021-11-21 21:38:50+00",5.926377168416147e+16,1.653480461773646e+18,0,1.286319422619e+17,8908067,185616078300,4373.04016933
"0xd90910df66f544acb651b7a20ac81655598d4d9cd1075015709d1b8852afc2d1",13660597,"2021-11-21 21:39:07+00",2.03662994239509e+17,4.177977911025922e+18,0,4.773800759365274e+17,23708870,176220035414,4373.04016933
"0x516097b29ef1e5ab9f7650113c4b8db619a5eb9574688c0761784991567deb9e",13660598,"2021-11-21 21:39:32+00",1.394001229846664e+16,2.0793514953259296e+17,0,0,1099539,189111208909,4373.04016933
"0x008dd36b706390fc1275d6b4d0fdc7089c636d42c0d7a97602737fb518580d27",13660599,"2021-11-21 21:39:34+00",5.497666564322677e+17,5.009168113964306e+18,0,4.845702082945492e+17,29957618,167208491475,4373.04016933
"0xe2676d27e94314ce4a25b1354d97d2e4a3b272a053910dd8185df4c00afd6b47",13660600,"2021-11-21 21:40:18+00",3.144806004730289e+17,4.07928651821531e+18,0,3.12043597880448e+17,21687791,188091379072,4373.04016933
"0x124ae699348aa9ec369f0c1d33f1d4d39b4e83daea8b6a6178f10fc48c85bdde",13660601,"2021-11-21 21:40:40+00",3.335728172224112e+16,2.472076479395711e+18,0,2.5020337665456e+16,12449138,198574108456,4373.04016933
"0x96706b945caebd2c9a3d04f99e53b2c0f442866249592ac4a57578e3951f7ae4",13660602,"2021-11-21 21:40:42+00",4.774176870340981e+17,3.266498918140902e+18,0,3.3056033703808454e+17,16808776,194332943585,4373.04016933
"0xd2a91343e978f779bb77baa8f67cee77075432e5b7f6b815b7be43a95d485bf0",13660603,"2021-11-21 21:41:08+00",5.870209868191464e+16,7.91027159453035e+17,0,4.142507321274e+16,4010028,197262253394,4373.04016933
"0xf654bb281561eb53d37579f38b14ebc5647339e627219dae7efd8fe8c5d9f792",13660604,"2021-11-21 21:41:13+00",7.27540930671293e+16,1.3138130912064737e+18,0,1.84393059292764e+17,7331695,179196364716,4373.04016933
"0xbcbbd1463e7fd7c2a54eafb70e4ea2aa95643aa135c8e6183993c4aa560b4f02",13660605,"2021-11-21 21:41:16+00",3.7622341839264403e+17,4.8014450921343e+18,0,4.8967965752655424e+17,28621606,167755963524,4373.04016933
"0x2ff5b2fdfbb792043d4b326cacba496878d6575370f371a2274b0e719be2bbcc",13660606,"2021-11-21 21:41:53+00",2.14914166819147e+17,5.600106250064773e+18,0,6.082838845857882e+17,29966840,186876769458,4373.04016933
"0x8aed332dd4af019647ab78f609521998f629e27e8f12f505f43840c2fe11dc47",13660607,"2021-11-21 21:42:33+00",6865077020952172.0,2.159028222411616e+17,0,1.0595611452736806e+17,1026982,210230385967,4373.04016933
"0x39abffc8d9afe6241c62d9548746936c936c1014097baf00cb5e3b2f0b4eeabd",13660608,"2021-11-21 21:42:35+00",0,0,0,0,0,185754298722,4373.04016933
"0xc02684549039362467a2fbf2465e70aaee4d1f2caf3fcaf97a8aabd0a454286a",13660609,"2021-11-21 21:42:36+00",2.1740186083752723e+17,3.9320679623698125e+18,0,3.481499943802449e+17,24192129,162535011382,4373.04016933
"0xedc00a7e9a756f6cdbd821a095624e207f1af4c90ed77467b579039a270bff53",13660610,"2021-11-21 21:42:40+00",2.0886768589257257e+18,1.8044768560122166e+18,0,1.837347350076e+17,10312153,174985461912,4373.04016933
"0x91f8c2514719fd5e561a9a493048ea58ec37a2deb251665bb6dbb70082525464",13660611,"2021-11-21 21:43:09+00",1.3209249342271174e+17,8.477792746360136e+17,0,8.474739149872803e+16,5041816,168149586307,4373.04016933
"0x101e458ac236b3405d1007940459635d18d1c2c664c343a800c743f38c133617",13660612,"2021-11-21 21:43:12+00",2.498529616143698e+18,4.402453278241641e+18,0,2.84953681889184e+17,28551074,154195715308,4373.04016933
"0x13e14e1f56afa5f0a453ed08bb7d19c0ba7daaee8b6ed9431f5104921c6ddd23",13660613,"2021-11-21 21:43:32+00",1.5031459652874026e+17,3.5483476355988204e+18,0,1.2615850372272e+17,20672689,171644222752,4373.04016933
"0x85512e465ce034ca6102c3f419c9786a9ac5cfdb9daeed5ba4b07f429b6cef58",13660614,"2021-11-21 21:43:40+00",4.9739527224267384e+16,1.2823235302214835e+18,0,1.20797568283392e+17,7133599,179758286136,4373.04016933
